atc_code,atc_name
J01XX02,xibornol
J01XX03,clofoctol
J01XX04,spectinomycin
J01XX05,methenamine
J01XX05,methenamine
J01XX06,mandelic acid
J01XX07,nitroxoline
J01XX08,linezolid
J01XX08,linezolid
J01XX09,daptomycin
J01XX10,bacitracin
J01XX11,tedizolid
J01XX11,tedizolid
J01XX12,lefamulin
J02,antimycotics for systemic use
J02A,antimycotics for systemic use
J02AA,antibiotics
J02AA01,amphotericin b
J02AA01,amphotericin b
J02AA02,hachimycin
J02AB,imidazole derivatives
J02AB01,miconazole
J02AB02,ketoconazole
J02AC,triazole and tetrazole derivatives
J02AC01,fluconazole
J02AC01,fluconazole
J02AC02,itraconazole
J02AC02,itraconazole
J02AC03,voriconazole
J02AC03,voriconazole
J02AC04,posaconazole
J02AC04,posaconazole
J02AC05,isavuconazole
J02AC05,isavuconazole
J02AC06,oteseconazole
J02AX,other antimycotics for systemic use
J02AX01,flucytosine
J02AX01,flucytosine
J02AX04,caspofungin
J02AX05,micafungin
J02AX06,anidulafungin
J02AX07,ibrexafungerp
J02AX08,rezafungin acetate
J04,antimycobacterials
J04A,drugs for treatment of tuberculosis
J04AA,aminosalicylic acid and derivatives
J04AA01,4-aminosalicylic acid
J04AA02,sodium aminosalicylate
J04AA02,sodium aminosalicylate
J04AA03,calcium aminosalicylate
J04AB,antibiotics
J04AB01,cycloserine
J04AB02,rifampicin
J04AB02,rifampicin
J04AB03,rifamycin
J04AB04,rifabutin
J04AB05,rifapentine
J04AB06,enviomycin
J04AB30,capreomycin
J04AC,hydrazides
J04AC01,isoniazid
J04AC01,isoniazid
J04AC51,"isoniazid, combinations"
J04AD,thiocarbamide derivatives
J04AD01,protionamide
J04AD02,tiocarlide
J04AD03,ethionamide
J04AK,other drugs for treatment of tuberculosis
J04AK01,pyrazinamide
J04AK02,ethambutol
J04AK02,ethambutol
J04AK03,terizidone
J04AK04,morinamide
J04AK05,bedaquiline
J04AK06,delamanid
J04AK07,thioacetazone
J04AK08,pretomanid
J04AM,combinations of drugs for treatment of tuberculosis
J04AM01,streptomycin and isoniazid
J04AM02,rifampicin and isoniazid
J04AM03,ethambutol and isoniazid
J04AM04,thioacetazone and isoniazid
J04AM05,"rifampicin, pyrazinamide and isoniazid"
J04AM06,"rifampicin, pyrazinamide, ethambutol and isoniazid"
J04AM07,"rifampicin, ethambutol and isoniazid"
J04B,drugs for treatment of lepra
J04BA,drugs for treatment of lepra
J04BA01,clofazimine
J04BA02,dapsone
J04BA03,aldesulfone sodium
J04BA50,dapsone and rifampicin
J04BA51,"dapsone, rifampicin and clofazimine"
J05,antivirals for systemic use
J05A,direct acting antivirals
J05AA,thiosemicarbazones
J05AA01,metisazone
J05AB,nucleosides and nucleotides excl. reverse transcriptase inhibitors
J05AB01,aciclovir
J05AB01,aciclovir
J05AB02,idoxuridine
J05AB03,vidarabine
J05AB06,ganciclovir
J05AB06,ganciclovir
J05AB09,famciclovir
J05AB11,valaciclovir
J05AB12,cidofovir
J05AB13,penciclovir
J05AB14,valganciclovir
J05AB15,brivudine
J05AB16,remdesivir
J05AB17,brincidofovir
J05AB18,molnupiravir
J05AC,cyclic amines
J05AC02,rimantadine
J05AC03,tromantadine
J05AD,phosphonic acid derivatives
J05AD01,foscarnet
J05AD02,fosfonet
J05AE,protease inhibitors
J05AE01,saquinavir
J05AE02,indinavir
J05AE03,ritonavir
J05AE04,nelfinavir
J05AE05,amprenavir
J05AE07,fosamprenavir
J05AE08,atazanavir
J05AE09,tipranavir
J05AE10,darunavir
J05AE16,ensitrelvir
J05AE30,nirmatrelvir and ritonavir
J05AF,nucleoside and nucleotide reverse transcriptase inhibitors
J05AF01,zidovudine
J05AF01,zidovudine
J05AF02,didanosine
J05AF03,zalcitabine
J05AF04,stavudine
J05AF05,lamivudine
J05AF06,abacavir
J05AF07,tenofovir disoproxil
J05AF08,adefovir dipivoxil
J05AF09,emtricitabine
J05AF10,entecavir
J05AF11,telbivudine
J05AF12,clevudine
J05AF13,tenofovir alafenamide
J05AG,non-nucleoside reverse transcriptase inhibitors
J05AG01,nevirapine
J05AG02,delavirdine
J05AG03,efavirenz
J05AG04,etravirine
J05AG05,rilpivirine
J05AG05,rilpivirine
J05AG06,doravirine
J05AH,neuraminidase inhibitors
J05AH01,zanamivir
J05AH01,zanamivir
J05AH02,oseltamivir
J05AH03,peramivir
J05AH04,laninamivir
J05AH04,laninamivir
J05AJ,integrase inhibitors
J05AJ01,raltegravir
J05AJ02,elvitegravir
J05AJ03,dolutegravir
J05AJ04,cabotegravir
J05AJ04,cabotegravir
J05AP,antivirals for treatment of hcv infections
J05AP01,ribavirin
J05AP01,ribavirin
J05AP02,telaprevir
J05AP03,boceprevir
J05AP04,faldaprevir
J05AP05,simeprevir
J05AP06,asunaprevir
J05AP07,daclatasvir
J05AP08,sofosbuvir
J05AP09,dasabuvir
J05AP10,elbasvir
J05AP11,grazoprevir
J05AP12,coblopasvir
J05AP13,ravidasvir
J05AP51,sofosbuvir and ledipasvir
J05AP52,"dasabuvir, ombitasvir, paritaprevir and ritonavir"
J05AP53,"ombitasvir, paritaprevir and ritonavir"
J05AP54,elbasvir and grazoprevir
J05AP55,sofosbuvir and velpatasvir
J05AP56,"sofosbuvir, velpatasvir and voxilaprevir"
J05AP57,glecaprevir and pibrentasvir
J05AP58,"daclatasvir, asunaprevir and beclabuvir"
J05AR,"antivirals for treatment of hiv infections, combinations"
J05AR01,zidovudine and lamivudine
J05AR02,lamivudine and abacavir
J05AR03,tenofovir disoproxil and emtricitabine
J05AR04,"zidovudine, lamivudine and abacavir"
J05AR05,"zidovudine, lamivudine and nevirapine"
J05AR06,"emtricitabine, tenofovir disoproxil and efavirenz"
J05AR07,"stavudine, lamivudine and nevirapine"
J05AR08,"emtricitabine, tenofovir disoproxil and rilpivirine"
J05AR09,"emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat"
J05AR10,lopinavir and ritonavir
J05AR11,"lamivudine, tenofovir disoproxil and efavirenz"
J05AR12,lamivudine and tenofovir disoproxil
J05AR13,"lamivudine, abacavir and dolutegravir"
J05AR14,darunavir and cobicistat
J05AR15,atazanavir and cobicistat
J05AR16,lamivudine and raltegravir
J05AR17,emtricitabine and tenofovir alafenamide
J05AR18,"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat"
J05AR19,"emtricitabine, tenofovir alafenamide and rilpivirine"
J05AR20,"emtricitabine, tenofovir alafenamide and bictegravir"
J05AR21,dolutegravir and rilpivirine
J05AR22,"emtricitabine, tenofovir alafenamide, darunavir and cobicistat"
J05AR23,atazanavir and ritonavir
J05AR24,"lamivudine, tenofovir disoproxil and doravirine"
J05AR25,lamivudine and dolutegravir
J05AR26,darunavir and ritonavir
J05AR27,"lamivudine, tenofovir disoproxil and dolutegravir"
J05AR28,stavudine and lamivudine
J05AX,other antivirals
J05AX01,moroxydine
J05AX02,lysozyme
J05AX05,inosine pranobex
J05AX06,pleconaril
J05AX07,enfuvirtide
J05AX09,maraviroc
J05AX10,maribavir
J05AX13,umifenovir
J05AX17,enisamium iodide
J05AX18,letermovir
J05AX18,letermovir
J05AX19,tilorone
J05AX21,pentanedioic acid imidazolyl ethanamide
J05AX23,ibalizumab
J05AX24,tecovirimat
J05AX25,baloxavir marboxil
J05AX26,amenamevir
J05AX27,favipiravir
J05AX28,bulevirtide
J05AX29,fostemsavir
J05AX31,lenacapavir
J05AX31,lenacapavir
J06,immune sera and immunoglobulins
J06A,immune sera
J06AA,immune sera
J06AA01,diphtheria antitoxin
J06AA02,tetanus antitoxin
J06AA03,snake venom antiserum
J06AA04,botulinum antitoxin
J06AA05,gas-gangrene sera
J06AA06,rabies serum
J06B,immunoglobulins
J06BA,"immunoglobulins, normal human"
J06BA01,"immunoglobulins, normal human, for extravascular adm."
J06BA02,"immunoglobulins, normal human, for intravascular adm."
J06BB,specific immunoglobulins
J06BB01,anti-d (rh) immunoglobulin
J06BB02,tetanus immunoglobulin
J06BB03,varicella/zoster immunoglobulin
J06BB04,hepatitis b immunoglobulin
J06BB05,rabies immunoglobulin
J06BB06,rubella immunoglobulin
J06BB07,vaccinia immunoglobulin
J06BB08,staphylococcus immunoglobulin
J06BB09,cytomegalovirus immunoglobulin
J06BB10,diphtheria immunoglobulin
J06BB11,hepatitis a immunoglobulin
J06BB12,"encephalitis, tick borne immunoglobulin"
J06BB13,pertussis immunoglobulin
J06BB14,measles immunoglobulin
J06BB15,mumps immunoglobulin
J06BB19,anthrax immunoglobulin
J06BB30,combinations
J06BC,antibacterial monoclonal antibodies
J06BC01,nebacumab
J06BC02,raxibacumab
J06BC03,bezlotoxumab
J06BC04,obiltoxaximab
J06BD,antiviral monoclonal antibodies
J06BD01,palivizumab
J06BD02,motavizumab
J06BD03,tixagevimab and cilgavimab
J06BD04,ansuvimab
J06BD05,sotrovimab
J06BD06,regdanvimab
J06BD07,casirivimab and imdevimab
J06BD08,nirsevimab
J07,vaccines
J07A,bacterial vaccines
J07AC,anthrax vaccines
J07AC01,anthrax antigen
J07AD,brucellosis vaccines
J07AD01,brucella antigen
J07AE,cholera vaccines
J07AE01,"cholera, inactivated, whole cell"
J07AE02,"cholera, live attenuated"
J07AE51,"cholera, combinations with typhoid vaccine, inactivated, whole cell"
J07AF,diphtheria vaccines
J07AF01,diphtheria toxoid
J07AG,haemophilus influenzae b vaccines
J07AG01,"haemophilus influenzae b, purified antigen conjugated"
J07AG51,"haemophilus influenzae b, combinations with toxoids"
J07AG52,"haemophilus influenzae b, combinations with pertussis and toxoids"
J07AG53,"haemophilus influenzae b, combinations with meningococcus c, conjugated"
J07AG54,"haemophilus influenza b, combinations with meningococcus c,y, conjugated"
J07AH,meningococcal vaccines
J07AH01,"meningococcus a, purified polysaccharides antigen"
J07AH02,other meningococcal monovalent purified polysaccharides antigen
J07AH03,"meningococcus a,c, bivalent purified polysaccharides antigen"
J07AH04,"meningococcus a,c,y,w-135, tetravalent purified polysaccharides antigen"
J07AH05,other meningococcal polyvalent purified polysaccharides antigen
J07AH06,"meningococcus b, outer membrane vesicle vaccine"
J07AH07,"meningococcus c, purified polysaccharides antigen conjugated"
J07AH08,"meningococcus a,c,y,w-135, tetravalent purified polysaccharides antigen conjugated"
J07AH09,"meningococcus b, multicomponent vaccine"
J07AH10,"meningococcus a, purified polysaccharides antigen conjugated"
J07AJ,pertussis vaccines
J07AJ01,"pertussis, inactivated, whole cell"
J07AJ02,"pertussis, purified antigen"
J07AJ51,"pertussis, inactivated, whole cell, combinations with toxoids"
J07AJ52,"pertussis, purified antigen, combinations with toxoids"
J07AK,plague vaccines
J07AK01,"plague, inactivated, whole cell"
J07AL,pneumococcal vaccines
J07AL01,"pneumococcus, purified polysaccharides antigen"
J07AL02,"pneumococcus, purified polysaccharides antigen conjugated"
J07AL52,"pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated"
J07AM,tetanus vaccines
J07AM01,tetanus toxoid
J07AM51,"tetanus toxoid, combinations with diphtheria toxoid"
J07AM52,"tetanus toxoid, combinations with tetanus immunoglobulin"
J07AN,tuberculosis vaccines
J07AN01,"tuberculosis, live attenuated"
J07AP,typhoid vaccines
J07AP01,"typhoid, oral, live attenuated"
J07AP02,"typhoid, inactivated, whole cell"
J07AP03,"typhoid, purified polysaccharide antigen"
J07AP10,"typhoid, combinations with paratyphi types"
J07AR,typhus (exanthematicus) vaccines
J07AR01,"typhus exanthematicus, inactivated, whole cell"
J07AX,other bacterial vaccines
J07AX01,leptospira vaccines
J07B,viral vaccines
J07BA,encephalitis vaccines
J07BA01,"encephalitis, tick borne, inactivated, whole virus"
J07BA02,"encephalitis, japanese, inactivated, whole virus"
J07BA03,"encephalitis, japanese, live attenuated"
J07BB,influenza vaccines
J07BB01,"influenza, inactivated, whole virus"
J07BB02,"influenza, inactivated, split virus or surface antigen"
J07BB03,"influenza, live attenuated"
J07BB04,"influenza, virus like particles"
J07BC,hepatitis vaccines
J07BC01,"hepatitis b, purified antigen"
J07BC02,"hepatitis a, inactivated, whole virus"
J07BC20,combinations
J07BD,measles vaccines
J07BD01,"measles, live attenuated"
J07BD51,"measles, combinations with mumps, live attenuated"
J07BD52,"measles, combinations with mumps and rubella, live attenuated"
J07BD53,"measles, combinations with rubella, live attenuated"
J07BD54,"measles, combinations with mumps, rubella and varicella, live attenuated"
J07BE,mumps vaccines
J07BE01,"mumps, live attenuated"
J07BF,poliomyelitis vaccines
J07BF01,"poliomyelitis oral, monovalent, live attenuated"
J07BF02,"poliomyelitis oral, trivalent, live attenuated"
J07BF03,"poliomyelitis, trivalent, inactivated, whole virus"
J07BF04,"poliomyelitis oral, bivalent, live attenuated"
J07BG,rabies vaccines
J07BG01,"rabies, inactivated, whole virus"
J07BH,rota virus diarrhea vaccines
J07BH01,"rota virus, live attenuated"
J07BH02,"rota virus, pentavalent, live, reassorted"
J07BJ,rubella vaccines
J07BJ01,"rubella, live attenuated"
J07BJ51,"rubella, combinations with mumps, live attenuated"
J07BK,varicella zoster vaccines
J07BK01,"varicella, live attenuated"
J07BK02,"zoster, live attenuated"
J07BK03,"zoster, purified antigen"
J07BL,yellow fever vaccines
J07BL01,"yellow fever, live attenuated"
J07BM,papillomavirus vaccines
J07BM01,"papillomavirus (human types 6, 11, 16, 18)"
J07BM02,"papillomavirus (human types 16, 18)"
J07BM03,"papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)"
J07BN,covid-19 vaccines
J07BN01,"covid-19, rna-based vaccine"
J07BN02,"covid-19, viral vector, non-replicating"
J07BN03,"covid-19, inactivated virus"
J07BN04,"covid-19, protein subunit"
J07BN05,"covid-19, virus-like particles"
J07BX,other viral vaccines
J07BX02,ebola vaccines
J07BX04,dengue virus vaccines
J07BX05,respiratory syncytial virus vaccines
J07BX06,enterovirus 71 vaccines
J07C,"bacterial and viral vaccines, combined"
J07CA,"bacterial and viral vaccines, combined"
J07CA01,diphtheria-poliomyelitis-tetanus
J07CA02,diphtheria-pertussis-poliomyelitis-tetanus
J07CA03,diphtheria-rubella-tetanus
J07CA04,haemophilus influenzae b and poliomyelitis
J07CA05,diphtheria-hepatitis b-pertussis-tetanus
J07CA06,diphtheria-haemophilus influenzae b-pertussis-poliomyelitis-tetanus
J07CA07,diphtheria-hepatitis b-tetanus
J07CA08,haemophilus influenzae b and hepatitis b
J07CA09,diphtheria-haemophilus influenzae b-pertussis-poliomyelitis-tetanus-hepatitis b
J07CA10,typhoid-hepatitis a
J07CA11,diphtheria-haemophilus influenzae b-pertussis-tetanus-hepatitis b
J07CA12,diphtheria-pertussis-poliomyelitis-tetanus-hepatitis b
J07CA13,diphtheria-haemophilus influenzae b-pertussis-tetanus-hepatitis b-meningococcus a + c
J07X,other vaccines
J07XA,parasitic vaccines
J07XA01,malaria vaccines
L,antineoplastic and immunomodulating agents
L01,antineoplastic agents
L01A,alkylating agents
L01AA,nitrogen mustard analogues
L01AA01,cyclophosphamide
L01AA02,chlorambucil
L01AA03,melphalan
L01AA05,chlormethine
L01AA06,ifosfamide
L01AA07,trofosfamide
L01AA08,prednimustine
L01AA09,bendamustine
L01AA10,melphalan flufenamide
L01AB,alkyl sulfonates
L01AB01,busulfan
L01AB02,treosulfan
L01AB03,mannosulfan
L01AC,ethylene imines
L01AC01,thiotepa
L01AC02,triaziquone
L01AC03,carboquone
L01AD,nitrosoureas
L01AD01,carmustine
L01AD02,lomustine
L01AD03,semustine
L01AD04,streptozocin
L01AD05,fotemustine
L01AD06,nimustine
L01AD07,ranimustine
L01AD08,uramustine
L01AG,epoxides
L01AG01,etoglucid
L01AX,other alkylating agents
L01AX01,mitobronitol
L01AX02,pipobroman
L01AX03,temozolomide
L01AX04,dacarbazine
L01B,antimetabolites
L01BA,folic acid analogues
L01BA01,methotrexate
L01BA03,raltitrexed
L01BA04,pemetrexed
L01BA05,pralatrexate
L01BB,purine analogues
L01BB02,mercaptopurine
L01BB03,tioguanine
L01BB04,cladribine
L01BB05,fludarabine
L01BB06,clofarabine
L01BB07,nelarabine
L01BC,pyrimidine analogues
L01BC01,cytarabine
L01BC02,fluorouracil
L01BC03,tegafur
L01BC04,carmofur
L01BC05,gemcitabine
L01BC06,capecitabine
L01BC07,azacitidine
L01BC08,decitabine
L01BC09,floxuridine
L01BC52,"fluorouracil, combinations"
L01BC53,"tegafur, combinations"
L01BC58,"decitabine, combinations"
L01BC59,"trifluridine, combinations"
L01C,plant alkaloids and other natural products
L01CA,vinca alkaloids and analogues
L01CA01,vinblastine
L01CA02,vincristine
L01CA03,vindesine
L01CA04,vinorelbine
L01CA05,vinflunine
L01CA06,vintafolide
L01CB,podophyllotoxin derivatives
L01CB01,etoposide
L01CB02,teniposide
L01CC,colchicine derivatives
L01CC01,demecolcine
L01CD,taxanes
L01CD01,paclitaxel
L01CD02,docetaxel
L01CD03,paclitaxel poliglumex
L01CD04,cabazitaxel
L01CD51,paclitaxel and encequidar
L01CE,topoisomerase 1 (top1) inhibitors
L01CE01,topotecan
L01CE02,irinotecan
L01CE03,etirinotecan pegol
L01CE04,belotecan
L01CX,other plant alkaloids and natural products
L01CX01,trabectedin
L01D,cytotoxic antibiotics and related substances
L01DA,actinomycines
L01DA01,dactinomycin
L01DB,anthracyclines and related substances
L01DB01,doxorubicin
L01DB02,daunorubicin
L01DB03,epirubicin
L01DB04,aclarubicin
L01DB05,zorubicin
L01DB06,idarubicin
L01DB07,mitoxantrone
L01DB08,pirarubicin
L01DB09,valrubicin
L01DB10,amrubicin
L01DB11,pixantrone
L01DC,other cytotoxic antibiotics
L01DC01,bleomycin
L01DC02,plicamycin
L01DC03,mitomycin
L01DC04,ixabepilone
L01E,protein kinase inhibitors
L01EA,bcr-abl tyrosine kinase inhibitors
L01EA01,imatinib
L01EA02,dasatinib
L01EA03,nilotinib
L01EA04,bosutinib
L01EA05,ponatinib
L01EA06,asciminib
L01EB,epidermal growth factor receptor (egfr) tyrosine kinase inhibitors
L01EB01,gefitinib
L01EB02,erlotinib
L01EB03,afatinib
L01EB04,osimertinib
L01EB05,rociletinib
L01EB06,olmutinib
L01EB07,dacomitinib
L01EB08,icotinib
L01EB09,lazertinib
L01EB10,mobocertinib
L01EB11,aumolertinib
L01EC,b-raf serine-threonine kinase (braf) inhibitors
L01EC01,vemurafenib
L01EC02,dabrafenib
L01EC03,encorafenib
L01ED,anaplastic lymphoma kinase (alk) inhibitors
L01ED01,crizotinib
L01ED02,ceritinib
L01ED03,alectinib
L01ED04,brigatinib
L01ED05,lorlatinib
L01EE,mitogen-activated protein kinase (mek) inhibitors
L01EE01,trametinib
L01EE02,cobimetinib
L01EE03,binimetinib
L01EE04,selumetinib
L01EF,cyclin-dependent kinase (cdk) inhibitors
L01EF01,palbociclib
L01EF02,ribociclib
L01EF03,abemaciclib
L01EG,mammalian target of rapamycin (mtor) kinase inhibitors
L01EG01,temsirolimus
L01EG02,everolimus
L01EG03,ridaforolimus
L01EG04,sirolimus
L01EH,human epidermal growth factor receptor 2 (her2) tyrosine kinase inhibitors
L01EH01,lapatinib
L01EH02,neratinib
L01EH03,tucatinib
L01EJ,janus-associated kinase (jak) inhibitors
L01EJ01,ruxolitinib
L01EJ02,fedratinib
L01EJ03,pacritinib
L01EJ04,momelotinib
L01EK,vascular endothelial growth factor receptor (vegfr) tyrosine kinase inhibitors
L01EK01,axitinib
L01EK02,cediranib
L01EK03,tivozanib
L01EK04,fruquintinib
L01EL,bruton's tyrosine kinase (btk) inhibitors
L01EL01,ibrutinib
L01EL02,acalabrutinib
L01EL03,zanubrutinib
L01EL04,orelabrutinib
L01EL05,pirtobrutinib
L01EM,phosphatidylinositol-3-kinase (pi3k) inhibitors
L01EM01,idelalisib
L01EM02,copanlisib
L01EM03,alpelisib
L01EM04,duvelisib
L01EM05,parsaclisib
L01EN,fibroblast growth factor receptor (fgfr) tyrosine kinase inhibitors
L01EN01,erdafitinib
L01EN02,pemigatinib
L01EN03,infigratinib
L01EN04,futibatinib
L01EX,other protein kinase inhibitors
L01EX01,sunitinib
L01EX02,sorafenib
L01EX03,pazopanib
L01EX04,vandetanib
L01EX05,regorafenib
L01EX06,masitinib
L01EX07,cabozantinib
L01EX08,lenvatinib
L01EX09,nintedanib
L01EX10,midostaurin
L01EX11,quizartinib
L01EX12,larotrectinib
L01EX13,gilteritinib
L01EX14,entrectinib
L01EX15,pexidartinib
L01EX17,capmatinib
L01EX18,avapritinib
L01EX19,ripretinib
L01EX21,tepotinib
L01EX22,selpercatinib
L01EX23,pralsetinib
L01EX24,surufatinib
L01EX25,umbralisib
L01EX26,sitravatinib
L01EX27,capivasertib
L01F,monoclonal antibodies and antibody drug conjugates
L01FA,cd20 (clusters of differentiation 20) inhibitors
L01FA01,rituximab
L01FA02,ofatumumab
L01FA03,obinutuzumab
L01FB,cd22 (clusters of differentiation 22) inhibitors
L01FB01,inotuzumab ozogamicin
L01FB02,moxetumomab pasudotox
L01FC,cd38 (clusters of differentiation 38) inhibitors
L01FC01,daratumumab
L01FC02,isatuximab
L01FD,her2 (human epidermal growth factor receptor 2) inhibitors
L01FD01,trastuzumab
L01FD02,pertuzumab
L01FD03,trastuzumab emtansine
L01FD04,trastuzumab deruxtecan
L01FD05,trastuzumab duocarmazine
L01FD06,margetuximab
L01FE,egfr (epidermal growth factor receptor) inhibitors
L01FE01,cetuximab
L01FE02,panitumumab
L01FE03,necitumumab
L01FF,pd-1/pd-l1 (programmed cell death protein 1/death ligand 1) inhibitors
L01FF01,nivolumab
L01FF02,pembrolizumab
L01FF03,durvalumab
L01FF04,avelumab
L01FF05,atezolizumab
L01FF06,cemiplimab
L01FF07,dostarlimab
L01FF08,prolgolimab
L01FF09,tislelizumab
L01FF10,retifanlimab
L01FF11,sugemalimab
L01FF12,serplulimab
L01FF13,toripalimab
L01FG,vegf/vegfr (vascular endothelial growth factor) inhibitors
L01FG01,bevacizumab
L01FG02,ramucirumab
L01FX,other monoclonal antibodies and antibody drug conjugates
L01FX01,edrecolomab
L01FX02,gemtuzumab ozogamicin
L01FX03,catumaxomab
L01FX04,ipilimumab
L01FX05,brentuximab vedotin
L01FX06,dinutuximab beta
L01FX07,blinatumomab
L01FX08,elotuzumab
L01FX09,mogamulizumab
L01FX10,olaratumab
L01FX11,bermekimab
L01FX12,tafasitamab
L01FX13,enfortumab vedotin
L01FX14,polatuzumab vedotin
L01FX15,belantamab mafodotin
L01FX16,oportuzumab monatox
L01FX17,sacituzumab govitecan
L01FX18,amivantamab
L01FX19,sabatolimab
L01FX20,tremelimumab
L01FX21,naxitamab
L01FX22,loncastuximab tesirine
L01FX23,tisotumab vedotin
L01FX24,teclistamab
L01FX25,mosunetuzumab
L01FX26,mirvetuximab soravtansine
L01FX27,epcoritamab
L01FX28,glofitamab
L01FX29,talquetamab
L01FY,combinations of monoclonal antibodies and antibody drug conjugates
L01FY01,pertuzumab and trastuzumab
L01FY02,nivolumab and relatlimab
L01FY03,prolgolimab and nurulimab
L01X,other antineoplastic agents
L01XA,platinum compounds
L01XA01,cisplatin
L01XA02,carboplatin
L01XA03,oxaliplatin
L01XA04,satraplatin
L01XA05,polyplatillen
L01XB,methylhydrazines
L01XB01,procarbazine
L01XD,sensitizers used in photodynamic/radiation therapy
L01XD01,porfimer sodium
L01XD03,methyl aminolevulinate
L01XD04,aminolevulinic acid
L01XD05,temoporfin
L01XD06,efaproxiral
L01XD07,padeliporfin
L01XF,retinoids for cancer treatment
L01XF01,tretinoin
L01XF02,alitretinoin
L01XF03,bexarotene
L01XG,proteasome inhibitors
L01XG01,bortezomib
L01XG02,carfilzomib
L01XG03,ixazomib
L01XH,histone deacetylase (hdac) inhibitors
L01XH01,vorinostat
L01XH02,romidepsin
L01XH03,panobinostat
L01XH04,belinostat
L01XH05,entinostat
L01XJ,hedgehog pathway inhibitors
L01XJ01,vismodegib
L01XJ02,sonidegib
L01XJ03,glasdegib
L01XK,poly (adp-ribose) polymerase (parp) inhibitors
L01XK01,olaparib
L01XK02,niraparib
L01XK03,rucaparib
L01XK04,talazoparib
L01XK05,veliparib
L01XK06,pamiparib
L01XK52,niraparib and abiraterone
L01XL,antineoplastic cell and gene therapy
L01XL01,sitimagene ceradenovec
L01XL02,talimogene laherparepvec
L01XL03,axicabtagene ciloleucel
L01XL04,tisagenlecleucel
L01XL05,ciltacabtagene autoleucel
L01XL06,brexucabtagene autoleucel
L01XL07,idecabtagene vicleucel
L01XL08,lisocabtagene maraleucel
L01XL09,tabelecleucel
L01XL10,nadofaragene firadenovec
L01XL11,lifileucel
L01XX,other antineoplastic agents
L01XX01,amsacrine
L01XX02,asparaginase
L01XX03,altretamine
L01XX05,hydroxycarbamide
L01XX07,lonidamine
L01XX08,pentostatin
L01XX10,masoprocol
L01XX11,estramustine
L01XX16,mitoguazone
L01XX18,tiazofurine
L01XX23,mitotane
L01XX24,pegaspargase
L01XX27,arsenic trioxide
L01XX29,denileukin diftitox
L01XX33,celecoxib
L01XX35,anagrelide
L01XX36,oblimersen
L01XX40,omacetaxine mepesuccinate
L01XX41,eribulin
L01XX44,aflibercept
L01XX52,venetoclax
L01XX53,vosaroxin
L01XX57,plitidepsin
L01XX58,epacadostat
L01XX66,selinexor
L01XX67,tagraxofusp
L01XX69,lurbinectedin
L01XX72,tazemetostat
L01XX73,sotorasib
L01XX74,belzutifan
L01XX75,tebentafusp
L01XX77,adagrasib
L01XX78,navitoclax
L01XX79,eflornithine
L01XX80,imetelstat
L01XY,combinations of antineoplastic agents
L01XY01,cytarabine and daunorubicin
L02,endocrine therapy
L02A,hormones and related agents
L02AA,estrogens
L02AA01,diethylstilbestrol
L02AA02,polyestradiol phosphate
L02AA03,ethinylestradiol
L02AA04,fosfestrol
L02AA04,fosfestrol
L02AB,progestogens
L02AB01,megestrol
L02AB02,medroxyprogesterone
L02AB02,medroxyprogesterone
L02AB03,gestonorone
L02AE,gonadotropin releasing hormone analogues
L02AE01,buserelin
L02AE01,buserelin
L02AE01,buserelin
L02AE02,leuprorelin
L02AE02,leuprorelin
L02AE02,leuprorelin
L02AE03,goserelin
L02AE04,triptorelin
L02AE04,triptorelin
L02AE05,histrelin
L02AE51,leuprorelin and bicalutamide
L02AX,other hormones
L02B,hormone antagonists and related agents
L02BA,anti-estrogens
L02BA01,tamoxifen
L02BA02,toremifene
L02BA03,fulvestrant
L02BA04,elacestrant
L02BB,anti-androgens
L02BB01,flutamide
L02BB02,nilutamide
L02BB03,bicalutamide
L02BB04,enzalutamide
L02BB05,apalutamide
L02BB06,darolutamide
L02BG,aromatase inhibitors
L02BG01,aminoglutethimide
L02BG02,formestane
L02BG03,anastrozole
L02BG04,letrozole
L02BG05,vorozole
L02BG06,exemestane
L02BX,other hormone antagonists and related agents
L02BX01,abarelix
L02BX02,degarelix
L02BX03,abiraterone
L02BX04,relugolix
L03,immunostimulants
L03A,immunostimulants
L03AA,colony stimulating factors
L03AA02,filgrastim
L03AA03,molgramostim
L03AA09,sargramostim
L03AA10,lenograstim
L03AA12,ancestim
L03AA13,pegfilgrastim
L03AA14,lipegfilgrastim
L03AA15,balugrastim
L03AA16,empegfilgrastim
L03AA17,pegteograstim
L03AA18,efbemalenograstim alfa
L03AA19,eflapegrastim
L03AB,interferons
L03AB01,interferon alfa natural
L03AB02,interferon beta natural
L03AB03,interferon gamma
L03AB04,interferon alfa-2a
L03AB05,interferon alfa-2b
L03AB06,interferon alfa-n1
L03AB07,interferon beta-1a
L03AB08,interferon beta-1b
L03AB09,interferon alfacon-1
L03AB10,peginterferon alfa-2b
L03AB11,peginterferon alfa-2a
L03AB12,albinterferon alfa-2b
L03AB13,peginterferon beta-1a
L03AB14,cepeginterferon alfa-2b
L03AB15,ropeginterferon alfa-2b
L03AB16,peginterferon alfacon-2
L03AB17,sampeginterferon beta-1a
