atc_level_01,anatomical_main_group_01,atc_level_03,therapeutic_subgroup_02,atc_level_04,pharmacological_subgroup_03,atc_level_05,chemical_subgroup_04,atc_code,chemical_substance
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01B,antimetabolites,L01BC,pyrimidine analogues,L01BC52,"fluorouracil, combinations"
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01B,antimetabolites,L01BC,pyrimidine analogues,L01BC53,"tegafur, combinations"
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01B,antimetabolites,L01BC,pyrimidine analogues,L01BC58,"decitabine, combinations"
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01B,antimetabolites,L01BC,pyrimidine analogues,L01BC59,"trifluridine, combinations"
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CA,vinca alkaloids and analogues,L01CA01,vinblastine
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CA,vinca alkaloids and analogues,L01CA02,vincristine
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CA,vinca alkaloids and analogues,L01CA03,vindesine
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CA,vinca alkaloids and analogues,L01CA04,vinorelbine
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CA,vinca alkaloids and analogues,L01CA05,vinflunine
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CA,vinca alkaloids and analogues,L01CA06,vintafolide
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CB,podophyllotoxin derivatives,L01CB01,etoposide
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CB,podophyllotoxin derivatives,L01CB02,teniposide
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CC,colchicine derivatives,L01CC01,demecolcine
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CD,taxanes,L01CD01,paclitaxel
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CD,taxanes,L01CD02,docetaxel
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CD,taxanes,L01CD03,paclitaxel poliglumex
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CD,taxanes,L01CD04,cabazitaxel
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CD,taxanes,L01CD51,paclitaxel and encequidar
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CE,topoisomerase 1 (top1) inhibitors,L01CE01,topotecan
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CE,topoisomerase 1 (top1) inhibitors,L01CE02,irinotecan
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CE,topoisomerase 1 (top1) inhibitors,L01CE03,etirinotecan pegol
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CE,topoisomerase 1 (top1) inhibitors,L01CE04,belotecan
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01C,plant alkaloids and other natural products,L01CX,other plant alkaloids and natural products,L01CX01,trabectedin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01D,cytotoxic antibiotics and related substances,L01DA,actinomycines,L01DA01,dactinomycin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01D,cytotoxic antibiotics and related substances,L01DB,anthracyclines and related substances,L01DB01,doxorubicin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01D,cytotoxic antibiotics and related substances,L01DB,anthracyclines and related substances,L01DB02,daunorubicin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01D,cytotoxic antibiotics and related substances,L01DB,anthracyclines and related substances,L01DB03,epirubicin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01D,cytotoxic antibiotics and related substances,L01DB,anthracyclines and related substances,L01DB04,aclarubicin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01D,cytotoxic antibiotics and related substances,L01DB,anthracyclines and related substances,L01DB05,zorubicin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01D,cytotoxic antibiotics and related substances,L01DB,anthracyclines and related substances,L01DB06,idarubicin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01D,cytotoxic antibiotics and related substances,L01DB,anthracyclines and related substances,L01DB07,mitoxantrone
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01D,cytotoxic antibiotics and related substances,L01DB,anthracyclines and related substances,L01DB08,pirarubicin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01D,cytotoxic antibiotics and related substances,L01DB,anthracyclines and related substances,L01DB09,valrubicin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01D,cytotoxic antibiotics and related substances,L01DB,anthracyclines and related substances,L01DB10,amrubicin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01D,cytotoxic antibiotics and related substances,L01DB,anthracyclines and related substances,L01DB11,pixantrone
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01D,cytotoxic antibiotics and related substances,L01DC,other cytotoxic antibiotics,L01DC01,bleomycin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01D,cytotoxic antibiotics and related substances,L01DC,other cytotoxic antibiotics,L01DC02,plicamycin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01D,cytotoxic antibiotics and related substances,L01DC,other cytotoxic antibiotics,L01DC03,mitomycin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01D,cytotoxic antibiotics and related substances,L01DC,other cytotoxic antibiotics,L01DC04,ixabepilone
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01D,cytotoxic antibiotics and related substances,L01DC,other cytotoxic antibiotics,L01DC05,utidelone
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EA,bcr-abl tyrosine kinase inhibitors,L01EA01,imatinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EA,bcr-abl tyrosine kinase inhibitors,L01EA02,dasatinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EA,bcr-abl tyrosine kinase inhibitors,L01EA03,nilotinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EA,bcr-abl tyrosine kinase inhibitors,L01EA04,bosutinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EA,bcr-abl tyrosine kinase inhibitors,L01EA05,ponatinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EA,bcr-abl tyrosine kinase inhibitors,L01EA06,asciminib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EB,epidermal growth factor receptor (egfr) tyrosine kinase inhibitors,L01EB01,gefitinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EB,epidermal growth factor receptor (egfr) tyrosine kinase inhibitors,L01EB02,erlotinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EB,epidermal growth factor receptor (egfr) tyrosine kinase inhibitors,L01EB03,afatinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EB,epidermal growth factor receptor (egfr) tyrosine kinase inhibitors,L01EB04,osimertinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EB,epidermal growth factor receptor (egfr) tyrosine kinase inhibitors,L01EB05,rociletinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EB,epidermal growth factor receptor (egfr) tyrosine kinase inhibitors,L01EB06,olmutinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EB,epidermal growth factor receptor (egfr) tyrosine kinase inhibitors,L01EB07,dacomitinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EB,epidermal growth factor receptor (egfr) tyrosine kinase inhibitors,L01EB08,icotinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EB,epidermal growth factor receptor (egfr) tyrosine kinase inhibitors,L01EB09,lazertinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EB,epidermal growth factor receptor (egfr) tyrosine kinase inhibitors,L01EB10,mobocertinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EB,epidermal growth factor receptor (egfr) tyrosine kinase inhibitors,L01EB11,aumolertinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EB,epidermal growth factor receptor (egfr) tyrosine kinase inhibitors,L01EB12,firmonertinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EC,b-raf serine-threonine kinase (braf) inhibitors,L01EC01,vemurafenib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EC,b-raf serine-threonine kinase (braf) inhibitors,L01EC02,dabrafenib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EC,b-raf serine-threonine kinase (braf) inhibitors,L01EC03,encorafenib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EC,b-raf serine-threonine kinase (braf) inhibitors,L01EC04,tovorafenib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01ED,anaplastic lymphoma kinase (alk) inhibitors,L01ED01,crizotinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01ED,anaplastic lymphoma kinase (alk) inhibitors,L01ED02,ceritinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01ED,anaplastic lymphoma kinase (alk) inhibitors,L01ED03,alectinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01ED,anaplastic lymphoma kinase (alk) inhibitors,L01ED04,brigatinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01ED,anaplastic lymphoma kinase (alk) inhibitors,L01ED05,lorlatinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EE,mitogen-activated protein kinase (mek) inhibitors,L01EE01,trametinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EE,mitogen-activated protein kinase (mek) inhibitors,L01EE02,cobimetinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EE,mitogen-activated protein kinase (mek) inhibitors,L01EE03,binimetinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EE,mitogen-activated protein kinase (mek) inhibitors,L01EE04,selumetinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EE,mitogen-activated protein kinase (mek) inhibitors,L01EE05,mirdametinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EE,mitogen-activated protein kinase (mek) inhibitors,L01EE06,tunlametinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EF,cyclin-dependent kinase (cdk) inhibitors,L01EF01,palbociclib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EF,cyclin-dependent kinase (cdk) inhibitors,L01EF02,ribociclib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EF,cyclin-dependent kinase (cdk) inhibitors,L01EF03,abemaciclib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EG,mammalian target of rapamycin (mtor) kinase inhibitors,L01EG01,temsirolimus
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EG,mammalian target of rapamycin (mtor) kinase inhibitors,L01EG02,everolimus
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EG,mammalian target of rapamycin (mtor) kinase inhibitors,L01EG03,ridaforolimus
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EG,mammalian target of rapamycin (mtor) kinase inhibitors,L01EG04,sirolimus
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EH,human epidermal growth factor receptor 2 (her2) tyrosine kinase inhibitors,L01EH01,lapatinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EH,human epidermal growth factor receptor 2 (her2) tyrosine kinase inhibitors,L01EH02,neratinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EH,human epidermal growth factor receptor 2 (her2) tyrosine kinase inhibitors,L01EH03,tucatinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EH,human epidermal growth factor receptor 2 (her2) tyrosine kinase inhibitors,L01EH04,zongertinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EH,human epidermal growth factor receptor 2 (her2) tyrosine kinase inhibitors,L01EH05,mifanertinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EH,human epidermal growth factor receptor 2 (her2) tyrosine kinase inhibitors,L01EH06,sevabertinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EJ,janus-associated kinase (jak) inhibitors,L01EJ01,ruxolitinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EJ,janus-associated kinase (jak) inhibitors,L01EJ02,fedratinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EJ,janus-associated kinase (jak) inhibitors,L01EJ03,pacritinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EJ,janus-associated kinase (jak) inhibitors,L01EJ04,momelotinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EK,vascular endothelial growth factor receptor (vegfr) tyrosine kinase inhibitors,L01EK01,axitinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EK,vascular endothelial growth factor receptor (vegfr) tyrosine kinase inhibitors,L01EK02,cediranib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EK,vascular endothelial growth factor receptor (vegfr) tyrosine kinase inhibitors,L01EK03,tivozanib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EK,vascular endothelial growth factor receptor (vegfr) tyrosine kinase inhibitors,L01EK04,fruquintinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EK,vascular endothelial growth factor receptor (vegfr) tyrosine kinase inhibitors,L01EK05,rivoceranib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EL,bruton's tyrosine kinase (btk) inhibitors,L01EL01,ibrutinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EL,bruton's tyrosine kinase (btk) inhibitors,L01EL02,acalabrutinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EL,bruton's tyrosine kinase (btk) inhibitors,L01EL03,zanubrutinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EL,bruton's tyrosine kinase (btk) inhibitors,L01EL04,orelabrutinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EL,bruton's tyrosine kinase (btk) inhibitors,L01EL05,pirtobrutinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EL,bruton's tyrosine kinase (btk) inhibitors,L01EL06,tirabrutinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EM,phosphatidylinositol-3-kinase (pi3k) inhibitors,L01EM01,idelalisib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EM,phosphatidylinositol-3-kinase (pi3k) inhibitors,L01EM02,copanlisib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EM,phosphatidylinositol-3-kinase (pi3k) inhibitors,L01EM03,alpelisib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EM,phosphatidylinositol-3-kinase (pi3k) inhibitors,L01EM04,duvelisib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EM,phosphatidylinositol-3-kinase (pi3k) inhibitors,L01EM05,parsaclisib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EM,phosphatidylinositol-3-kinase (pi3k) inhibitors,L01EM06,inavolisib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EN,fibroblast growth factor receptor (fgfr) tyrosine kinase inhibitors,L01EN01,erdafitinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EN,fibroblast growth factor receptor (fgfr) tyrosine kinase inhibitors,L01EN02,pemigatinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EN,fibroblast growth factor receptor (fgfr) tyrosine kinase inhibitors,L01EN03,infigratinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EN,fibroblast growth factor receptor (fgfr) tyrosine kinase inhibitors,L01EN04,futibatinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EP,Cellular-mesenchymal-epithelial transition factor (c-MET) kinase inhibitors​,L01EP01 ,capmatinib 
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EP,Cellular-mesenchymal-epithelial transition factor (c-MET) kinase inhibitors​,L01EP02 ,tepotinib 
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EP,Cellular-mesenchymal-epithelial transition factor (c-MET) kinase inhibitors​,L01EP03 ,savolitinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX01,sunitinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX02,sorafenib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX03,pazopanib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX04,vandetanib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX05,regorafenib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX06,masitinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX07,cabozantinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX08,lenvatinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX09,nintedanib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX10,midostaurin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX11,quizartinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX12,larotrectinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX13,gilteritinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX14,entrectinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX15,pexidartinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX17,capmatinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX18,avapritinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX19,ripretinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX21,tepotinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX22,selpercatinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX23,pralsetinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX24,surufatinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX25,umbralisib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX26,sitravatinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX27,capivasertib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX28,repotrectinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01E,protein kinase inhibitors,L01EX,other protein kinase inhibitors,L01EX29,vimseltinib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FA,cd20 (clusters of differentiation 20) inhibitors,L01FA01,rituximab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FA,cd20 (clusters of differentiation 20) inhibitors,L01FA02,ofatumumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FA,cd20 (clusters of differentiation 20) inhibitors,L01FA03,obinutuzumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FB,cd22 (clusters of differentiation 22) inhibitors,L01FB01,inotuzumab ozogamicin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FB,cd22 (clusters of differentiation 22) inhibitors,L01FB02,moxetumomab pasudotox
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FC,cd38 (clusters of differentiation 38) inhibitors,L01FC01,daratumumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FC,cd38 (clusters of differentiation 38) inhibitors,L01FC02,isatuximab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FD,her2 (human epidermal growth factor receptor 2) inhibitors,L01FD01,trastuzumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FD,her2 (human epidermal growth factor receptor 2) inhibitors,L01FD02,pertuzumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FD,her2 (human epidermal growth factor receptor 2) inhibitors,L01FD03,trastuzumab emtansine
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FD,her2 (human epidermal growth factor receptor 2) inhibitors,L01FD04,trastuzumab deruxtecan
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FD,her2 (human epidermal growth factor receptor 2) inhibitors,L01FD05,trastuzumab duocarmazine
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FD,her2 (human epidermal growth factor receptor 2) inhibitors,L01FD06,margetuximab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FD,her2 (human epidermal growth factor receptor 2) inhibitors,L01FD07,zanidatamab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FE,egfr (epidermal growth factor receptor) inhibitors,L01FE01,cetuximab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FE,egfr (epidermal growth factor receptor) inhibitors,L01FE02,panitumumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FE,egfr (epidermal growth factor receptor) inhibitors,L01FE03,necitumumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FF,pd-1/pd-l1 (programmed cell death protein 1/death ligand 1) inhibitors,L01FF01,nivolumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FF,pd-1/pd-l1 (programmed cell death protein 1/death ligand 1) inhibitors,L01FF02,pembrolizumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FF,pd-1/pd-l1 (programmed cell death protein 1/death ligand 1) inhibitors,L01FF03,durvalumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FF,pd-1/pd-l1 (programmed cell death protein 1/death ligand 1) inhibitors,L01FF04,avelumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FF,pd-1/pd-l1 (programmed cell death protein 1/death ligand 1) inhibitors,L01FF05,atezolizumab
