atc1,atc2,atc3,atc4,atc_code,status,eurd_substance,status2,value
J,J01,J01E,J01EC,J01EC02,Estonia,silver sulfadiazine,NA,1
J,J01,J01E,J01EC,J01EC02,none,sulfadiazine,NA,1
J,J01,J01F,J01FA,J01FA01,Slovakia,erythromycin / tretinoin,NA,1
J,J01,J01F,J01FA,J01FA01,none,erythromycin / zinc acetate,NA,1
J,J01,J01F,J01FA,J01FA01,Ireland,erythromycin (systemic use),NA,1
J,J01,J01F,J01FA,J01FA01,Ireland,erythromycin (topical use),NA,1
J,J01,J01F,J01FA,J01FA02,none,spiramycin,NA,1
J,J01,J01F,J01FA,J01FA03,none,midecamycin,NA,1
J,J01,J01F,J01FA,J01FA06,Italy,roxithromycin,NA,1
J,J01,J01F,J01FA,J01FA07,none,josamycin,NA,1
J,J01,J01F,J01FA,J01FA09,Ireland,clarithromycin,NA,1
J,J01,J01F,J01FA,J01FA10,Finland,azithromycin (systemic use formulations),NA,1
J,J01,J01F,J01FA,J01FA10,Finland,azithromycin (ocular use formulations),NA,1
J,J01,J01F,J01FA,J01FA13,none,dirithromycin,NA,1
J,J01,J01F,J01FF,J01FF01,Austria,clindamycin,NA,1
J,J01,J01F,J01FF,J01FF01,Slovakia,clindamycin phosphate / tretinoin,NA,1
J,J01,J01F,J01FF,J01FF02,none,lincomycin,NA,1
J,J01,J01G,J01GA,J01GA01,none,streptomycin,NA,1
J,J01,J01G,J01GB,J01GB01,Netherlands,"tobramycin (inhalation powder, capsules)",NA,1
J,J01,J01G,J01GB,J01GB01,Italy,tobramycin (nebuliser solution) (apart f,NA,1
J,J01,J01G,J01GB,J01GB01,Portugal,tobramycin (ophthalmic and otic use),NA,1
J,J01,J01G,J01GB,J01GB01,Italy,tobramycin (systemic use),NA,1
J,J01,J01G,J01GB,J01GB01,Sweden,tobramycin (nebuliser solution) (central,NA,1
J,J01,J01G,J01GB,J01GB03,Italy,gentamicin (topical use),NA,1
J,J01,J01G,J01GB,J01GB03,none,gentamicin sulphate / hydrocortisone ace,NA,1
J,J01,J01G,J01GB,J01GB03,Italy,gentamicin (systemic use),NA,1
J,J01,J01G,J01GB,J01GB03,France,gentamicin sulfate / indometacin,NA,1
J,J01,J01G,J01GB,J01GB03,Italy,gentamicin (implant),NA,1
J,J01,J01G,J01GB,J01GB04,none,kanamycin,NA,1
J,J01,J01G,J01GB,J01GB05,Czech Republic,neomycin / triamcinolone,NA,1
J,J01,J01G,J01GB,J01GB05,none,neomycin,NA,1
J,J01,J01G,J01GB,J01GB05,none,neomycin sulfate / nystatin / polymyxin ,NA,1
J,J01,J01G,J01GB,J01GB05,Poland,neomycin sulfate / nystatin / triamcinol,NA,1
J,J01,J01G,J01GB,J01GB06,Estonia,amikacin (except for centrally authorise,NA,1
J,J01,J01G,J01GB,J01GB06,Belgium,amikacin (centrally authorised product o,NA,1
J,J01,J01G,J01GB,J01GB07,none,netilmicin,NA,1
J,J01,J01M,J01MA,J01MA01,Spain,ciprofloxacin / fluocinolone acetonide,NA,1
J,J01,J01M,J01MA,J01MA01,Italy,ciprofloxacin hydrochloride / hydrocorti,NA,1
J,J01,J01M,J01MA,J01MA01,Norway,ciprofloxacin (systemic use),NA,1
J,J01,J01M,J01MA,J01MA01,Norway,ciprofloxacin (topical use),NA,1
J,J01,J01M,J01MA,J01MA01,Croatia,ofloxacin (systemic use),NA,1
J,J01,J01M,J01MA,J01MA01,Croatia,ofloxacin (topical use),NA,1
J,J01,J01M,J01MA,J01MA01,Germany,ciprofloxacin / dexamethasone (ear drops,NA,1
J,J01,J01M,J01MA,J01MA01,Spain,levofloxacin (Inhalation use),NA,1
J,J01,J01M,J01MA,J01MA01,Germany,levofloxacin (intravenous and oral use),NA,1
J,J01,J01M,J01MA,J01MA01,Germany,levofloxacin (ocular use),NA,1
J,J01,J01M,J01MA,J01MA01,Italy,levofloxacin/dexamethasone (ocular use),NA,1
J,J01,J01M,J01MA,J01MA02,Spain,ciprofloxacin / fluocinolone acetonide,NA,1
J,J01,J01M,J01MA,J01MA02,Italy,ciprofloxacin hydrochloride / hydrocorti,NA,1
J,J01,J01M,J01MA,J01MA02,Norway,ciprofloxacin (systemic use),NA,1
J,J01,J01M,J01MA,J01MA02,Norway,ciprofloxacin (topical use),NA,1
J,J01,J01M,J01MA,J01MA02,Germany,ciprofloxacin / dexamethasone (ear drops,NA,1
J,J01,J01M,J01MA,J01MA03,Slovenia,pefloxacin,NA,1
J,J01,J01M,J01MA,J01MA04,Spain,ozenoxacin,NA,1
J,J01,J01M,J01MA,J01MA06,Spain,norfloxacin,NA,1
J,J01,J01M,J01MA,J01MA12,Spain,levofloxacin (Inhalation use),NA,1
J,J01,J01M,J01MA,J01MA12,Germany,levofloxacin (intravenous and oral use),NA,1
J,J01,J01M,J01MA,J01MA12,Germany,levofloxacin (ocular use),NA,1
J,J01,J01M,J01MA,J01MA12,Italy,levofloxacin/dexamethasone (ocular use),NA,1
J,J01,J01M,J01MA,J01MA14,Germany,moxifloxacin (topical ophthalmic use),NA,1
J,J01,J01M,J01MA,J01MA14,Germany,moxifloxacin (systemic use),NA,1
J,J01,J01M,J01MA,J01MA17,Italy,prulifloxacin,NA,1
J,J01,J01M,J01MA,J01MA23,Croatia,delafloxacin,NA,1
J,J01,J01X,J01XA,J01XA01,Denmark,vancomycin,M,1
J,J01,J01X,J01XA,J01XA02,Czech Republic,teicoplanin,NA,1
J,J01,J01X,J01XA,J01XA04,Lithuania,dalbavancin,NA,1
J,J01,J01X,J01XA,J01XA05,Poland,oritavancin,NA,1
J,J01,J01X,J01XB,J01XB01,none,colistin sulphate,NA,1
J,J01,J01X,J01XC,J01XC01,none,fusidic acid / hydrocortisone acetate,NA,1
J,J01,J01X,J01XC,J01XC01,France,fusidic acid (systemic use),NA,1
J,J01,J01X,J01XC,J01XC01,France,fusidic acid (topical use),NA,1
J,J01,J01X,J01XD,J01XD01,none,metronidazole,NA,1
J,J01,J01X,J01XD,J01XD01,Czech Republic,"metronidazole / miconazole, chlorquinald",NA,1
J,J01,J01X,J01XD,J01XD01,none,metronidazole / spiramycin,NA,1
J,J01,J01X,J01XD,J01XD01,Romania,metronidazole / neomycin / nystatin,NA,1
J,J01,J01X,J01XD,J01XD02,none,"tinidazole, nystatin / tinidazole",NA,1
J,J01,J01X,J01XD,J01XD03,none,ornidazole,NA,1
J,J01,J01X,J01XE,J01XE01,Lithuania,"nitrofurantoin, nitrofurantoin / pyridox",NA,1
J,J01,J01X,J01XE,J01XE03,none,furazidine,NA,1
J,J01,J01X,J01XX,J01XX01,France,fosfomycin (oral formulation),NA,1
J,J01,J01X,J01XX,J01XX01,France,fosfomycin (IV formulation),NA,1
J,J01,J01X,J01XX,J01XX04,none,spectinomycin,NA,1
J,J01,J01X,J01XX,J01XX05,none,methenamine,NA,1
J,J01,J01X,J01XX,J01XX07,none,nitroxoline,NA,1
J,J01,J01X,J01XX,J01XX08,Slovakia,linezolid,NA,1
J,J01,J01X,J01XX,J01XX09,Norway,daptomycin,NA,1
J,J01,J01X,J01XX,J01XX10,none,"bacitracin, bacitracin / neomycin, bacit",NA,1
J,J01,J01X,J01XX,J01XX11,Spain,tedizolid phosphate,NA,1
J,J01,J01X,J01XX,J01XX12,Czech Republic,lefamulin,NA,1
J,J02,J02A,J02AB,J02AB01,Sweden,"miconazole, hydrocortisone / miconazole ",NA,1
J,J02,J02A,J02AB,J02AB02,Iceland,ketoconazole,NA,1
J,J02,J02A,J02AB,J02AB02,Croatia,ketoconazole (centrally authorised produ,NA,1
J,J02,J02A,J02AC,J02AC01,Denmark,fluconazole,M,1
J,J02,J02A,J02AC,J02AC02,Denmark,itraconazole,M,1
J,J02,J02A,J02AC,J02AC03,Netherlands,voriconazole,NA,1
J,J02,J02A,J02AC,J02AC04,France,posaconazole,NA,1
J,J02,J02A,J02AC,J02AC05,Poland,isavuconazole,NA,1
J,J02,J02A,J02AX,J02AX01,France,flucytosine,NA,1
J,J02,J02A,J02AX,J02AX04,Belgium,caspofungin,NA,1
J,J02,J02A,J02AX,J02AX05,Germany,micafungin,NA,1
J,J02,J02A,J02AX,J02AX06,Netherlands,anidulafungin,NA,1
J,J04,J04A,J04AB,J04AB01,none,cycloserine,NA,1
J,J04,J04A,J04AB,J04AB02,Bulgaria,rifampicin,NA,1
J,J04,J04A,J04AB,J04AB03,Denmark,rifamycin,M,1
J,J04,J04A,J04AB,J04AB04,Denmark,rifabutin,M,1
J,J04,J04A,J04AB,J04AB30,none,capreomycin,NA,1
J,J04,J04A,J04AC,J04AC01,Sweden,isoniazid,NA,1
J,J04,J04A,J04AC,J04AC01,Spain,isoniazid / pyridoxine hydrochloride,NA,1
J,J04,J04A,J04AC,J04AC01,Italy,isoniazide / rifampicin,NA,1
J,J04,J04A,J04AC,J04AC01,none,"isoniazid / pyrazinamide / rifampicin, e",NA,1
J,J04,J04A,J04AD,J04AD01,Germany,protionamide,NA,1
J,J04,J04A,J04AK,J04AK01,none,pyrazinamide,NA,1
J,J04,J04A,J04AK,J04AK02,none,ethambutol,NA,1
J,J04,J04A,J04AK,J04AK03,Lithuania,terizidone,NA,1
J,J04,J04A,J04AK,J04AK05,Sweden,bedaquiline,NA,1
J,J04,J04A,J04AK,J04AK06,Belgium,delamanid,NA,1
J,J04,J04A,J04AK,J04AK08,Netherlands,pretomanid,NA,1
J,J04,J04B,J04BA,J04BA01,none,clofazimine,NA,1
J,J04,J04B,J04BA,J04BA02,none,dapsone,NA,1
J,J04,J04B,J04BA,J04BA02,none,dapsone / ferrous oxalate,NA,1
J,J05,J05A,J05AB,J05AB01,Denmark,aciclovir,M,1
J,J05,J05A,J05AB,J05AB01,Czech Republic,valaciclovir,NA,1
J,J05,J05A,J05AB,J05AB01,Austria,aciclovir / hydrocortisone,NA,1
J,J05,J05A,J05AB,J05AB06,Netherlands,ganciclovir,NA,1
J,J05,J05A,J05AB,J05AB06,Netherlands,valganciclovir,NA,1
J,J05,J05A,J05AB,J05AB09,Czech Republic,famciclovir,NA,1
J,J05,J05A,J05AB,J05AB11,Czech Republic,valaciclovir,NA,1
J,J05,J05A,J05AB,J05AB12,Lithuania,cidofovir,NA,1
J,J05,J05A,J05AB,J05AB13,Austria,penciclovir,NA,1
J,J05,J05A,J05AB,J05AB14,Netherlands,valganciclovir,NA,1
J,J05,J05A,J05AB,J05AB15,Germany,brivudine,NA,1
J,J05,J05A,J05AB,J05AB16,Czech Republic,remdesivir (Veklury),NA,1
J,J05,J05A,J05AC,J05AC03,none,tromantadine,NA,1
J,J05,J05A,J05AD,J05AD01,Netherlands,foscarnet,NA,1
J,J05,J05A,J05AE,J05AE03,Netherlands,ritonavir,NA,1
J,J05,J05A,J05AE,J05AE05,France,fosamprenavir,NA,1
J,J05,J05A,J05AE,J05AE07,France,fosamprenavir,NA,1
J,J05,J05A,J05AE,J05AE08,France,atazanavir,NA,1
J,J05,J05A,J05AE,J05AE08,France,atazanavir / cobicistat,NA,1
J,J05,J05A,J05AE,J05AE09,France,tipranavir,NA,1
J,J05,J05A,J05AE,J05AE10,Netherlands,darunavir,NA,1
J,J05,J05A,J05AE,J05AE10,Italy,darunavir / cobicistat,NA,1
J,J05,J05A,J05AE,J05AE10,Portugal,darunavir / cobicistat / emtricitabine /,NA,1
J,J05,J05A,J05AF,J05AF01,Czech Republic,zidovudine,NA,1
J,J05,J05A,J05AF,J05AF05,France,lamivudine (chronic hepatitis B),NA,1
J,J05,J05A,J05AF,J05AF05,France,"lamivudine (HIV infections), lamivudine ",NA,1
J,J05,J05A,J05AF,J05AF06,France,abacavir,NA,1
J,J05,J05A,J05AF,J05AF06,France,abacavir / lamivudine,NA,1
J,J05,J05A,J05AF,J05AF06,France,abacavir / lamivudine / zidovudine,NA,1
J,J05,J05A,J05AF,J05AF07,France,tenofovir disoproxil,NA,1
J,J05,J05A,J05AF,J05AF09,Portugal,emtricitabine,NA,1
J,J05,J05A,J05AF,J05AF09,Portugal,emtricitabine / tenofovir disoproxil,NA,1
J,J05,J05A,J05AF,J05AF09,Netherlands,emtricitabine / rilpivirine / tenofovir ,NA,1
J,J05,J05A,J05AF,J05AF09,Portugal,emtricitabine / rilpivirine / tenofovir ,NA,1
J,J05,J05A,J05AF,J05AF09,Portugal,emtricitabine / tenofovir alafenamide,NA,1
J,J05,J05A,J05AF,J05AF10,Sweden,entecavir,NA,1
J,J05,J05A,J05AF,J05AF13,Italy,tenofovir alafenamide,NA,1
J,J05,J05A,J05AG,J05AG01,Portugal,nevirapine,NA,1
J,J05,J05A,J05AG,J05AG03,Portugal,efavirenz,NA,1
J,J05,J05A,J05AG,J05AG03,Germany,efavirenz / emtricitabine / tenofovir,NA,1
J,J05,J05A,J05AG,J05AG04,France,etravirine,NA,1
J,J05,J05A,J05AG,J05AG05,Netherlands,rilpivirine (for oral use),NA,1
J,J05,J05A,J05AG,J05AG05,Netherlands,rilpivirine (for intramuscular use),NA,1
J,J05,J05A,J05AG,J05AG06,Portugal,doravirine,NA,1
J,J05,J05A,J05AG,J05AG06,Portugal,doravirine / lamivudine / tenofovir diso,NA,1
J,J05,J05A,J05AH,J05AH01,Sweden,zanamivir (except for centrally authoris,NA,1
J,J05,J05A,J05AH,J05AH01,Sweden,zanamivir  (centrally authorised product,NA,1
J,J05,J05A,J05AH,J05AH02,Finland,oseltamivir,NA,1
J,J05,J05A,J05AJ,J05AJ01,France,raltegravir,NA,1
J,J05,J05A,J05AJ,J05AJ03,Germany,"dolutegravir, dolutegravir / abacavir / ",NA,1
J,J05,J05A,J05AJ,J05AJ03,France,dolutegravir / rilpivirine,NA,1
J,J05,J05A,J05AJ,J05AJ04,Germany,cabotegravir (for pre-exposure prophylax,NA,1
J,J05,J05A,J05AJ,J05AJ04,Germany,cabotegravir (for treatment of human imm,NA,1
J,J05,J05A,J05AP,J05AP01,France,ribavirin (oral formulations),NA,1
J,J05,J05A,J05AP,J05AP08,Portugal,sofosbuvir,NA,1
J,J05,J05A,J05AP,J05AP08,Portugal,sofosbuvir / ledipasvir,NA,1
J,J05,J05A,J05AP,J05AP08,Portugal,sofosbuvir / velpatasvir,NA,1
J,J05,J05A,J05AP,J05AP08,Portugal,sofosbuvir / velpatasvir / voxilaprevir,NA,1
J,J05,J05A,J05AP,J05AP10,Portugal,elbasvir / grazoprevir,NA,1
J,J05,J05A,J05AX,J05AX05,Romania,inosine pranobex,NA,1
J,J05,J05A,J05AX,J05AX07,Sweden,enfuvirtide,NA,1
J,J05,J05A,J05AX,J05AX09,Sweden,maraviroc,NA,1
J,J05,J05A,J05AX,J05AX10,Poland,maribavir,NA,1
J,J05,J05A,J05AX,J05AX18,Finland,letermovir,NA,1
J,J05,J05A,J05AX,J05AX24,Germany,tecovirimat,NA,1
J,J05,J05A,J05AX,J05AX25,Austria,baloxavir marboxil,NA,1
J,J05,J05A,J05AX,J05AX28,Poland,bulevirtide,NA,1
J,J05,J05A,J05AX,J05AX29,Netherlands,fostemsavir,NA,1
J,J05,J05A,J05AX,J05AX31,Portugal,lenacapavir,NA,1
J,J06,J06B,J06BB,J06BB02,Germany,human tetanus immunoglobulin,NA,1
J,J06,J06B,J06BB,J06BB05,Germany,human rabies immunoglobulin,NA,1
J,J06,J06B,J06BB,J06BB09,Germany,cytomegalovirus immunoglobulin,NA,1
J,J06,J06B,J06BC,J06BC03,Poland,bezlotoxumab,NA,1
J,J06,J06B,J06BD,J06BD01,Denmark,palivizumab,M,1
J,J06,J06B,J06BD,J06BD05,Netherlands,sotrovimab,NA,1
J,J06,J06B,J06BD,J06BD06,Italy,regdanvimab (Regkirona),NA,1
J,J06,J06B,J06BD,J06BD08,Finland,nirsevimab,NA,1
J,J07,J07A,J07AM,J07AM01,Norway,"meningococcal group a, c, w135, y conjug",NA,1
L,L01,L01A,L01AA,L01AA01,Germany,cyclophosphamide,NA,1
L,L01,L01A,L01AA,L01AA02,none,chlorambucil,NA,1
L,L01,L01A,L01AA,L01AA03,Sweden,melphalan,NA,1
L,L01,L01A,L01AA,L01AA03,Germany,melphalan flufenamide,NA,1
L,L01,L01A,L01AA,L01AA05,France,chlormethine,NA,1
L,L01,L01A,L01AA,L01AA06,Sweden,ifosfamide,NA,1
L,L01,L01A,L01AA,L01AA09,Germany,bendamustine hydrochloride,NA,1
L,L01,L01A,L01AA,L01AA10,Germany,melphalan flufenamide,NA,1
L,L01,L01A,L01AB,L01AB01,Spain,busulfan,NA,1
L,L01,L01A,L01AB,L01AB02,Denmark,treosulfan (except for centrally authori,M,1
L,L01,L01A,L01AB,L01AB02,Hungary,treosulfan (for centrally authorised pro,NA,1
L,L01,L01A,L01AC,L01AC01,France,thiotepa,NA,1
L,L01,L01A,L01AD,L01AD01,France,carmustine (implant),NA,1
L,L01,L01A,L01AD,L01AD01,France,carmustine (powder and solvent for solut,NA,1
L,L01,L01A,L01AD,L01AD02,Slovakia,lomustine,NA,1
L,L01,L01A,L01AD,L01AD04,none,streptozocin,NA,1
L,L01,L01A,L01AD,L01AD05,Italy,fotemustine,NA,1
L,L01,L01A,L01AX,L01AX03,Germany,temozolomide,NA,1
L,L01,L01A,L01AX,L01AX04,Austria,dacarbazine,NA,1
L,L01,L01B,L01BA,L01BA01,Germany,methotrexate,NA,1
L,L01,L01B,L01BA,L01BA03,Czech Republic,raltitrexed,NA,1
L,L01,L01B,L01BA,L01BA04,France,pemetrexed,NA,1
L,L01,L01B,L01BB,L01BB02,Sweden,mercaptopurine,NA,1
L,L01,L01B,L01BB,L01BB03,none,tioguanine,NA,1
L,L01,L01B,L01BB,L01BB04,Denmark,cladribine (apart from products with mul,M,1
L,L01,L01B,L01BB,L01BB04,Portugal,cladribine (multiple sclerosis),NA,1
L,L01,L01B,L01BB,L01BB05,Finland,fludarabine,NA,1
L,L01,L01B,L01BB,L01BB06,France,clofarabine,NA,1
L,L01,L01B,L01BB,L01BB07,Denmark,nelarabine,M,1
L,L01,L01B,L01BC,L01BC01,Hungary,cytarabine,NA,1
L,L01,L01B,L01BC,L01BC02,Germany,5 fluorouracil (IV use),NA,1
L,L01,L01B,L01BC,L01BC02,Slovakia,5 fluorouracil / salicylic acid,NA,1
L,L01,L01B,L01BC,L01BC02,Germany,5 fluorouracil (topical application),NA,1
L,L01,L01B,L01BC,L01BC03,none,tegafur,NA,1
L,L01,L01B,L01BC,L01BC05,Sweden,gemcitabine,NA,1
L,L01,L01B,L01BC,L01BC06,Germany,capecitabine,NA,1
L,L01,L01B,L01BC,L01BC07,Netherlands,azacitidine,NA,1
L,L01,L01B,L01BC,L01BC07,Netherlands,azacitidine (oral formulations),NA,1
L,L01,L01B,L01BC,L01BC08,Denmark,decitabine / cedazuridine,M,1
L,L01,L01B,L01BC,L01BC08,France,decitabine,NA,1
L,L01,L01C,L01CA,L01CA01,none,vinblastine,NA,1
L,L01,L01C,L01CA,L01CA02,Germany,vincristine,NA,1
L,L01,L01C,L01CA,L01CA03,none,vindesine,NA,1
L,L01,L01C,L01CA,L01CA04,Czech Republic,vinorelbine,NA,1
L,L01,L01C,L01CA,L01CA05,Spain,vinflunine,NA,1
L,L01,L01C,L01CB,L01CB01,Germany,etoposide,NA,1
L,L01,L01C,L01CB,L01CB02,none,teniposide,NA,1
L,L01,L01C,L01CD,L01CD01,Portugal,paclitaxel,NA,1
L,L01,L01C,L01CD,L01CD01,Netherlands,paclitaxel albumin,NA,1
L,L01,L01C,L01CD,L01CD02,France,docetaxel,NA,1
L,L01,L01C,L01CD,L01CD04,France,cabazitaxel,NA,1
L,L01,L01C,L01CE,L01CE01,Sweden,topotecan,NA,1
L,L01,L01C,L01CE,L01CE02,France,irinotecan (except for liposomal formula,NA,1
L,L01,L01C,L01CE,L01CE02,Norway,irinotecan (liposomal formulations),NA,1
L,L01,L01C,L01CX,L01CX01,Denmark,trabectedin,M,1
L,L01,L01D,L01DA,L01DA01,none,dactinomycin,NA,1
L,L01,L01D,L01DB,L01DB01,Czech Republic,doxorubicin,NA,1
L,L01,L01D,L01DB,L01DB02,Austria,daunorubicin,NA,1
L,L01,L01D,L01DB,L01DB02,Portugal,daunorubicin / cytarabine,NA,1
L,L01,L01D,L01DB,L01DB03,Denmark,epirubicin,M,1
L,L01,L01D,L01DB,L01DB06,Austria,idarubicin,NA,1
L,L01,L01D,L01DB,L01DB07,Denmark,mitoxantrone,K,1
L,L01,L01D,L01DC,L01DC01,Denmark,bleomycin,M,1
L,L01,L01D,L01DC,L01DC03,none,mitomycin,NA,1
L,L01,L01E,L01EA,L01EA01,Spain,imatinib,NA,1
L,L01,L01E,L01EA,L01EA02,Denmark,dasatinib,M,1
L,L01,L01E,L01EA,L01EA03,Denmark,nilotinib,M,1
L,L01,L01E,L01EA,L01EA04,Germany,bosutinib,NA,1
L,L01,L01E,L01EA,L01EA05,Sweden,ponatinib,NA,1
L,L01,L01E,L01EA,L01EA06,Czech Republic,asciminib,NA,1
L,L01,L01E,L01EB,L01EB01,Sweden,gefitinib,NA,1
L,L01,L01E,L01EB,L01EB02,Denmark,erlotinib,M,1
L,L01,L01E,L01EB,L01EB03,Sweden,afatinib,NA,1
L,L01,L01E,L01EB,L01EB04,Netherlands,osimertinib,NA,1
L,L01,L01E,L01EB,L01EB07,Netherlands,dacomitinib,NA,1
L,L01,L01E,L01EC,L01EC01,Sweden,vemurafenib,NA,1
L,L01,L01E,L01EC,L01EC02,Sweden,dabrafenib,NA,1
L,L01,L01E,L01EC,L01EC03,Lithuania,encorafenib,NA,1
L,L01,L01E,L01ED,L01ED01,France,crizotinib,NA,1
L,L01,L01E,L01ED,L01ED02,Sweden,ceritinib,NA,1
L,L01,L01E,L01ED,L01ED03,Czech Republic,alectinib,NA,1
L,L01,L01E,L01ED,L01ED04,Portugal,brigatinib,NA,1
L,L01,L01E,L01ED,L01ED05,Croatia,lorlatinib,NA,1
L,L01,L01E,L01EE,L01EE01,Norway,trametinib,NA,1
L,L01,L01E,L01EE,L01EE02,Netherlands,cobimetinib,NA,1
L,L01,L01E,L01EE,L01EE03,Portugal,binimetinib,NA,1
L,L01,L01E,L01EE,L01EE04,Sweden,selumetinib,NA,1
L,L01,L01E,L01EF,L01EF01,Denmark,palbociclib,M,1
L,L01,L01E,L01EF,L01EF02,Denmark,ribociclib,M,1
L,L01,L01E,L01EF,L01EF03,Portugal,abemaciclib,NA,1
L,L01,L01E,L01EG,L01EG01,Germany,temsirolimus,NA,1
L,L01,L01E,L01EG,L01EG02,Germany,everolimus (indicated for astrocytoma (S,NA,1
L,L01,L01E,L01EG,L01EG02,Germany,everolimus (indicated for advanced renal,NA,1
L,L01,L01E,L01EG,L01EG02,Sweden,everolimus (indicated for rejection of t,NA,1
L,L01,L01E,L01EG,L01EG04,Sweden,sirolimus (indicated for treatment of an,NA,1
L,L01,L01E,L01EG,L01EG04,Sweden,sirolimus (for prophylaxis of organ reje,NA,1
L,L01,L01E,L01EG,L01EG04,Germany,temsirolimus,NA,1
L,L01,L01E,L01EH,L01EH01,Sweden,lapatinib,NA,1
L,L01,L01E,L01EH,L01EH02,Netherlands,neratinib,NA,1
L,L01,L01E,L01EH,L01EH03,Belgium,tucatinib,NA,1
L,L01,L01E,L01EJ,L01EJ01,Sweden,ruxolitinib,NA,1
L,L01,L01E,L01EJ,L01EJ01,Poland,ruxolitinib (for non-segmental vitiligo),NA,1
L,L01,L01E,L01EJ,L01EJ02,Austria,fedratinib,NA,1
L,L01,L01E,L01EJ,L01EJ04,Sweden,momelotinib,NA,1
L,L01,L01E,L01EK,L01EK01,Norway,axitinib,NA,1
L,L01,L01E,L01EK,L01EK03,Lithuania,tivozanib,NA,1
L,L01,L01E,L01EK,L01EK04,Netherlands,fruquintinib,NA,1
L,L01,L01E,L01EL,L01EL01,Croatia,ibrutinib,NA,1
L,L01,L01E,L01EL,L01EL02,Croatia,acalabrutinib,NA,1
L,L01,L01E,L01EL,L01EL03,Netherlands,zanubrutinib,NA,1
L,L01,L01E,L01EL,L01EL05,Netherlands,pirtobrutinib,NA,1
L,L01,L01E,L01EM,L01EM01,Germany,idelalisib,NA,1
L,L01,L01E,L01EM,L01EM03,Netherlands,alpelisib,NA,1
L,L01,L01E,L01EM,L01EM04,Croatia,duvelisib,NA,1
L,L01,L01E,L01EN,L01EN01,Netherlands,erdafitinib,NA,1
L,L01,L01E,L01EN,L01EN02,Netherlands,pemigatinib,NA,1
L,L01,L01E,L01EN,L01EN04,Sweden,futibatinib,NA,1
L,L01,L01E,L01EX,L01EX01,Italy,sunitinib,NA,1
L,L01,L01E,L01EX,L01EX02,Sweden,sorafenib,NA,1
L,L01,L01E,L01EX,L01EX03,Denmark,pazopanib,M,1
L,L01,L01E,L01EX,L01EX04,France,vandetanib,NA,1
L,L01,L01E,L01EX,L01EX05,Netherlands,regorafenib,NA,1
L,L01,L01E,L01EX,L01EX07,Netherlands,cabozantinib,NA,1
L,L01,L01E,L01EX,L01EX08,Sweden,lenvatinib,NA,1
L,L01,L01E,L01EX,L01EX09,Greece,nintedanib (oncology indications),NA,1
L,L01,L01E,L01EX,L01EX09,Croatia,nintedanib (respiratory indication),NA,1
L,L01,L01E,L01EX,L01EX10,Portugal,midostaurin,NA,1
L,L01,L01E,L01EX,L01EX11,Malta,quizartinib,NA,1
L,L01,L01E,L01EX,L01EX12,Lithuania,larotrectinib,NA,1
L,L01,L01E,L01EX,L01EX13,Germany,gilteritinib,NA,1
L,L01,L01E,L01EX,L01EX14,Netherlands,entrectinib,NA,1
L,L01,L01E,L01EX,L01EX17,Portugal,capmatinib,NA,1
L,L01,L01E,L01EX,L01EX18,Netherlands,avapritinib,NA,1
L,L01,L01E,L01EX,L01EX19,Croatia,ripretinib,NA,1
L,L01,L01E,L01EX,L01EX21,Netherlands,tepotinib,NA,1
L,L01,L01E,L01EX,L01EX22,Netherlands,selpercatinib,NA,1
L,L01,L01E,L01EX,L01EX27,Austria,capivasertib,NA,1
L,L01,L01F,L01FA,L01FA01,Denmark,rituximab,K,1
L,L01,L01F,L01FA,L01FA02,Italy,ofatumumab,NA,1
L,L01,L01F,L01FA,L01FA03,Sweden,obinutuzumab,NA,1
L,L01,L01F,L01FB,L01FB01,Germany,inotuzumab ozogamicin,NA,1
L,L01,L01F,L01FC,L01FC01,Portugal,daratumumab,NA,1
L,L01,L01F,L01FC,L01FC02,Spain,isatuximab,NA,1
L,L01,L01F,L01FD,L01FD01,Germany,trastuzumab,NA,1
L,L01,L01F,L01FD,L01FD01,Denmark,trastuzumab emtansine,K,1
L,L01,L01F,L01FD,L01FD01,Portugal,trastuzumab deruxtecan,NA,1
L,L01,L01F,L01FD,L01FD02,Denmark,pertuzumab,M,1
L,L01,L01F,L01FD,L01FD02,Germany,pertuzumab / trastuzumab,NA,1
L,L01,L01F,L01FD,L01FD03,Denmark,trastuzumab emtansine,K,1
L,L01,L01F,L01FD,L01FD04,Portugal,trastuzumab deruxtecan,NA,1
L,L01,L01F,L01FE,L01FE01,Sweden,cetuximab,NA,1
L,L01,L01F,L01FE,L01FE02,Norway,panitumumab,NA,1
L,L01,L01F,L01FF,L01FF01,Germany,nivolumab,NA,1
L,L01,L01F,L01FF,L01FF01,Germany,nivolumab / relatlimab,NA,1
L,L01,L01F,L01FF,L01FF02,Netherlands,pembrolizumab,NA,1
L,L01,L01F,L01FF,L01FF03,Norway,durvalumab,NA,1
L,L01,L01F,L01FF,L01FF04,Denmark,avelumab,K,1
L,L01,L01F,L01FF,L01FF05,Portugal,atezolizumab,NA,1
L,L01,L01F,L01FF,L01FF06,Netherlands,cemiplimab,NA,1
L,L01,L01F,L01FF,L01FF07,Portugal,dostarlimab,NA,1
L,L01,L01F,L01FF,L01FF09,Netherlands,tislelizumab,NA,1
L,L01,L01F,L01FF,L01FF10,Germany,retifanlimab,NA,1
